"","V1","V2","V3","V4","total"
"142","2020",2,"19","@lilmaddest",19397
"143","2020",2,"19","@TonsTweetings",14065
"144","2020",2,"19","@washikirei",12494
"145","2020",2,"19","@sleeplessbkk",9436
"146","2020",2,"20","@sleeplessbkk",14131
"147","2020",2,"20","@washikirei",13747
"148","2020",2,"20","@suthichai",9963
"149","2020",2,"20","@realDonaldTrump",9080
"150","2020",2,"20","@WSJ",8677
"151","2020",2,"21","@naomusiker",59868
"152","2020",2,"21","@washikirei",25798
"153","2020",2,"21","@realDonaldTrump",18598
"154","2020",2,"21","@BNODesk",15451
"155","2020",2,"21","@sudarush",9428
"156","2020",2,"22","@washikirei",26498
"157","2020",2,"22","@naomusiker",20941
"158","2020",2,"22","@verellie",17242
"159","2020",2,"22","@maddow",12665
"160","2020",2,"22","@realDonaldTrump",12624
"161","2020",2,"23","@ConflitsFR",2479
"162","2020",2,"23","@BNODesk",1668
"163","2020",2,"23","@tagemeiqi",1452
"164","2020",2,"23","@FinanzasTime",1430
"165","2020",2,"23","@RichardEngel",1427
"166","2020",2,"24","@realDonaldTrump",15059
"167","2020",2,"24","@DrDzul",11284
"168","2020",2,"24","@willtbh",10746
"169","2020",2,"24","@ConflitsFR",10458
"170","2020",2,"24","@WHO",7931
"171","2020",2,"25","@realDonaldTrump",28666
"172","2020",2,"25","@OHmes2",10507
"173","2020",2,"25","@boom13003",8270
"174","2020",2,"25","@tedlieu",7244
"175","2020",2,"25","@ConflitsFR",6695
"176","2020",2,"26","@realDonaldTrump",37887
"177","2020",2,"26","@CDCgov",9754
"178","2020",2,"26","@OHmes2",8871
"179","2020",2,"26","@superm",8498
"180","2020",2,"26","@washikirei",6704
"181","2020",2,"27","@realDonaldTrump",25553
"182","2020",2,"27","@OHmes2",12093
"183","2020",2,"27","@AOC",6620
"184","2020",2,"27","@charliekirk11",6355
"185","2020",2,"27","@CDCgov",5922
"186","2020",2,"28","@realDonaldTrump",113569
"187","2020",2,"28","@OHmes2",60331
"188","2020",2,"28","@CNN",32851
"189","2020",2,"28","@VP",20867
"190","2020",2,"28","@OliverBecquart",17815
"191","2020",2,"29","@realDonaldTrump",170502
"192","2020",2,"29","@tedlieu",67198
"193","2020",2,"29","@OHmes2",41146
"194","2020",2,"29","@CNN",32052
"195","2020",2,"29","@KarenFlemingPhD",30822
"196","2020",3,"1","@realDonaldTrump",116560
"197","2020",3,"1","@OHmes2",40037
"198","2020",3,"1","@tedlieu",33464
"199","2020",3,"1","@OriginalDWoods",29170
"200","2020",3,"1","@RealJamesWoods",28584
"201","2020",3,"2","@realDonaldTrump",23306
"202","2020",3,"2","@GirlNamedMarley",18842
"203","2020",3,"2","@Pogllins",10620
"204","2020",3,"2","@OHmes2",8462
"205","2020",3,"2","@MoHFWINDIA",8040
"206","2020",3,"3","@intothebrush",85848
"207","2020",3,"3","@realDonaldTrump",72478
"208","2020",3,"3","@RealJamesWoods",31013
"209","2020",3,"3","@galeforcerob",26148
"210","2020",3,"3","@WHO",26122
"211","2020",3,"4","@realDonaldTrump",83158
"212","2020",3,"4","@BarackObama",50977
"213","2020",3,"4","@adazzlinhaze",45271
"214","2020",3,"4","@ROSNALJU",41676
"215","2020",3,"4","@GOPLeader",30095
"216","2020",3,"5","@stayfrea",40061
"217","2020",3,"5","@realDonaldTrump",31659
"218","2020",3,"5","@NCStinn",9583
"219","2020",3,"5","@BarackObama",8773
"220","2020",3,"5","@adazzlinhaze",8107
"221","2020",3,"6","@realDonaldTrump",35508
"222","2020",3,"6","@tedlieu",14941
"223","2020",3,"6","@DrDenaGrayson",14798
"224","2020",3,"6","@elonmusk",12683
"225","2020",3,"6","@MyFavsTrash",11009
"226","2020",3,"7","@elonmusk",26508
"227","2020",3,"7","@realDonaldTrump",23098
"228","2020",3,"7","@ayoair",10214
"229","2020",3,"7","@goodmiad",9529
"230","2020",3,"7","@tedlieu",8982
"231","2020",3,"8","@realDonaldTrump",21394
"232","2020",3,"8","@KHJEsq",9332
"233","2020",3,"8","@samanthariggs",9298
"234","2020",3,"8","@tanawatofficial",8336
"235","2020",3,"8","@SJimons",7540
"236","2020",3,"9","@realDonaldTrump",31521
"237","2020",3,"9","@OfficiallyAlly",10177
"238","2020",3,"9","@BernieSanders",9825
"239","2020",3,"9","@DrPaulGosar",7526
"240","2020",3,"9","@jameshamblin",7513
"241","2020",3,"10","@realDonaldTrump",17848
"242","2020",3,"10","@ariannalp",5181
"243","2020",3,"10","@Nyscalo",5070
"244","2020",3,"10","@labisbeticah",4396
"245","2020",3,"10","@meaw8588",4265
"246","2020",3,"11","@realDonaldTrump",19062
"247","2020",3,"11","@WHO",14021
"248","2020",3,"11","@tastefullytayy",9651
"249","2020",3,"11","@juliaksksks",6345
"250","2020",3,"11","@kidmanscill",5884
"251","2020",3,"12","@realDonaldTrump",16388
"252","2020",3,"12","@juliaksksks",7312
"253","2020",3,"12","@Nazeefah",7126
"254","2020",3,"12","@WHO",6073
"255","2020",3,"12","@tinyunhwa",5934
"256","2020",3,"13","@realDonaldTrump",18082
"257","2020",3,"13","@WHO",5524
"258","2020",3,"13","@ravaskar",5511
"259","2020",3,"13","@SethAbramson",4954
"260","2020",3,"13","@BarackObama",4918
"261","2020",3,"14","@realDonaldTrump",16540
"262","2020",3,"14","@NicholsUprising",9362
"263","2020",3,"14","@HtownBabyG",6735
"264","2020",3,"14","@ohgeminii",6662
"265","2020",3,"14","@restivogab",5758
"266","2020",3,"15","@realDonaldTrump",11987
"267","2020",3,"15","@LBGEEVEE",8737
"268","2020",3,"15","@micheljessica",5979
"269","2020",3,"15","@RomitBMD",4646
"270","2020",3,"15","@reneeyoxon",4230
"271","2020",3,"16","@realDonaldTrump",8947
"272","2020",3,"16","@idriselba",8595
"273","2020",3,"16","@mrspaceman",5606
"274","2020",3,"16","@maxbrooksauthor",5555
"275","2020",3,"16","@Melbrooks",5503
"276","2020",3,"17","@realDonaldTrump",24934
"277","2020",3,"17","@BalkanBlood",22020
"278","2020",3,"17","@GoughCJ",18195
"279","2020",3,"17","@idriselba",16157
"280","2020",3,"17","@FaheemYounus",15715
"281","2020",3,"18","@realDonaldTrump",33373
"282","2020",3,"18","@cottoncandaddy",6477
"283","2020",3,"18","@lachlan",6431
"284","2020",3,"18","@charliekirk11",5902
"285","2020",3,"18","@KKMPutrajaya",5583
"286","2020",3,"19","@realDonaldTrump",46524
"287","2020",3,"19","@baeonda",29694
"288","2020",3,"19","@charliekirk11",20926
"289","2020",3,"19","@narendramodi",12184
"290","2020",3,"19","@BolsonaroSP",9957
"291","2020",3,"20","@realDonaldTrump",28788
"292","2020",3,"20","@AOC",13941
"293","2020",3,"20","@narendramodi",13013
"294","2020",3,"20","@charliekirk11",12626
"295","2020",3,"20","@DearDean22",10192
"296","2020",3,"21","@realDonaldTrump",29838
"297","2020",3,"21","@narendramodi",18156
"298","2020",3,"21","@hrmoroz",13400
"299","2020",3,"21","@mohdkhairul",12812
"300","2020",3,"21","@antoniokeko9",10080
"301","2020",3,"22","@realDonaldTrump",44596
"302","2020",3,"22","@narendramodi",28558
"303","2020",3,"22","@KyarraIman",16228
"304","2020",3,"22","@jairbolsonaro",8942
"305","2020",3,"22","@eugenegu",8704
"306","2020",3,"23","@realDonaldTrump",48860
"307","2020",3,"23","@HaddadFernando",17278
"308","2020",3,"23","@narendramodi",15950
"309","2020",3,"23","@eugenegu",13848
"310","2020",3,"23","@t3rr3z",12850
"311","2020",3,"24","@realDonaldTrump",12495
"312","2020",3,"24","@narendramodi",10653
"313","2020",3,"24","@WHO",3810
"314","2020",3,"24","@SpeakerPelosi",3474
"315","2020",3,"24","@RealJamesWoods",3329
"316","2020",3,"25","@realDonaldTrump",13241
"317","2020",3,"25","@narendramodi",7148
"318","2020",3,"25","@JordanRowes",4943
"319","2020",3,"25","@WHO",4054
"320","2020",3,"25","@KKMPutrajaya",3867
"321","2020",3,"26","@realDonaldTrump",32986
"322","2020",3,"26","@narendramodi",13819
"323","2020",3,"26","@charliekirk11",10658
"324","2020",3,"26","@jairbolsonaro",9704
"325","2020",3,"26","@dglo4me",9131
"326","2020",3,"27","@realDonaldTrump",47856
"327","2020",3,"27","@BorisJohnson",16896
"328","2020",3,"27","@scenyor",11882
"329","2020",3,"27","@morekimo",11346
"330","2020",3,"27","@narendramodi",10090
"331","2020",3,"28","@realDonaldTrump",38440
"332","2020",3,"28","@morekimo",31481
"333","2020",3,"28","@ChicagoTraderrr",24859
"334","2020",3,"28","@narendramodi",18752
"335","2020",3,"28","@MichaelCoudrey",11923
"336","2020",3,"29","@realDonaldTrump",51751
"337","2020",3,"29","@narendramodi",19600
"338","2020",3,"29","@WHO",19483
"339","2020",3,"29","@JulianEpp",16973
"340","2020",3,"29","@RealCandaceO",11852
"341","2020",3,"30","@realDonaldTrump",35590
"342","2020",3,"30","@AmberHobbs7",13853
"343","2020",3,"30","@Imamofpeace",9181
"344","2020",3,"30","@CorneliaLG",7741
"345","2020",3,"30","@WHO",7699
"346","2020",3,"31","@realDonaldTrump",11388
"347","2020",3,"31","@narendramodi",4432
"348","2020",3,"31","@ANI",3765
"349","2020",3,"31","@charliekirk11",3539
"350","2020",3,"31","@CNN",3380
"351","2020",4,"1","@realDonaldTrump",23635
"352","2020",4,"1","@PanamaRedin215",8985
"353","2020",4,"1","@ConflitsFR",7558
"354","2020",4,"1","@RealJamesWoods",7328
"355","2020",4,"1","@business",7055
"356","2020",4,"2","@realDonaldTrump",28446
"357","2020",4,"2","@ConflitsFR",16948
"358","2020",4,"2","@charliekirk11",12444
"359","2020",4,"2","@nextgaara",11555
"360","2020",4,"2","@CNN",10581
"361","2020",4,"3","@realDonaldTrump",28933
"362","2020",4,"3","@narendramodi",21231
"363","2020",4,"3","@charliekirk11",16850
"364","2020",4,"3","@ConflitsFR",15456
"365","2020",4,"3","@CNN",12274
"366","2020",4,"4","@realDonaldTrump",39690
"367","2020",4,"4","@narendramodi",18278
"368","2020",4,"4","@RealCandaceO",16413
"369","2020",4,"4","@CNN",16047
"370","2020",4,"4","@ConflitsFR",12694
"371","2020",4,"5","@realDonaldTrump",42227
"372","2020",4,"5","@narendramodi",25351
"373","2020",4,"5","@charliekirk11",14722
"374","2020",4,"5","@ConflitsFR",13250
"375","2020",4,"5","@DGHisham",12717
"376","2020",4,"6","@realDonaldTrump",46080
"377","2020",4,"6","@BorisJohnson",13700
"378","2020",4,"6","@narendramodi",13496
"379","2020",4,"6","@ConflitsFR",12869
"380","2020",4,"6","@RepMaxineWaters",12684
"381","2020",4,"7","@realDonaldTrump",44814
"382","2020",4,"7","@charliekirk11",20658
"383","2020",4,"7","@lillihopkins",18463
"384","2020",4,"7","@WHO",15517
"385","2020",4,"7","@ConflitsFR",14000
"386","2020",4,"8","@realDonaldTrump",28123
"387","2020",4,"8","@WHO",10880
"388","2020",4,"8","@narendramodi",10693
"389","2020",4,"8","@CNN",10403
"390","2020",4,"8","@ConflitsFR",9421
"391","2020",4,"9","@realDonaldTrump",27679
"392","2020",4,"9","@narendramodi",12553
"393","2020",4,"9","@WHO",10239
"394","2020",4,"9","@DrTedros",8589
"395","2020",4,"9","@ConflitsFR",7810
"396","2020",4,"10","@realDonaldTrump",37244
"397","2020",4,"10","@narendramodi",16124
"398","2020",4,"10","@RepMattGaetz",13311
"399","2020",4,"10","@WHO",12901
"400","2020",4,"10","@CNN",12232
"401","2020",4,"11","@realDonaldTrump",34157
"402","2020",4,"11","@narendramodi",15205
"403","2020",4,"11","@CNN",12926
"404","2020",4,"11","@charliekirk11",11531
"405","2020",4,"11","@nytimes",10503
"406","2020",4,"12","@realDonaldTrump",57583
"407","2020",4,"12","@nytimes",22977
"408","2020",4,"12","@narendramodi",14088
"409","2020",4,"12","@ConflitsFR",12146
"410","2020",4,"12","@CNN",10222
"411","2020",4,"13","@realDonaldTrump",63488
"412","2020",4,"13","@ivettepataki",18668
"413","2020",4,"13","@meesterleesir",17126
"414","2020",4,"13","@nytimes",15080
"415","2020",4,"13","@ejln",14792
"416","2020",4,"14","@realDonaldTrump",45550
"417","2020",4,"14","@narendramodi",22468
"418","2020",4,"14","@BT21",18564
"419","2020",4,"14","@SJPeace",17344
"420","2020",4,"14","@charliekirk11",16372
"421","2020",4,"15","@realDonaldTrump",46351
"422","2020",4,"15","@WHO",31915
"423","2020",4,"15","@BillGates",22960
"424","2020",4,"15","@CNN",13193
"425","2020",4,"15","@WhiteHouse",12960
"426","2020",4,"16","@realDonaldTrump",38235
"427","2020",4,"16","@WHO",21604
"428","2020",4,"16","@ConflitsFR",14318
"429","2020",4,"16","@DrTedros",13342
"430","2020",4,"16","@CNN",12783
"431","2020",4,"17","@realDonaldTrump",65217
"432","2020",4,"17","@Lousimonn",29981
"433","2020",4,"17","@narendramodi",11821
"434","2020",4,"17","@ConflitsFR",11623
"435","2020",4,"17","@WHO",11551
"436","2020",4,"18","@BT21",80698
"437","2020",4,"18","@realDonaldTrump",41781
"438","2020",4,"18","@superm",15336
"439","2020",4,"18","@WHO",15217
"440","2020",4,"18","@CNN",11422
"441","2020",4,"19","@realDonaldTrump",52354
"442","2020",4,"19","@GlblCtzn",26064
"443","2020",4,"19","@thesundaytimes",23158
"444","2020",4,"19","@WHO",19328
"445","2020",4,"19","@nytimes",11640
"446","2020",4,"20","@realDonaldTrump",42884
"447","2020",4,"20","@beyerstein",23167
"448","2020",4,"20","@motulo",21883
"449","2020",4,"20","@CNN",12305
"450","2020",4,"20","@ConflitsFR",11031
"451","2020",4,"21","@realDonaldTrump",13874
"452","2020",4,"21","@HyundaiGlobal",4325
"453","2020",4,"21","@WHO",4000
"454","2020",4,"21","@HLGatell",3283
"455","2020",4,"21","@DrTedros",3238
"456","2020",4,"22","@realDonaldTrump",44806
"457","2020",4,"22","@narendramodi",20920
"458","2020",4,"22","@CNN",17670
"459","2020",4,"22","@alfredodelmazo",16821
"460","2020",4,"22","@ConflitsFR",13309
"461","2020",4,"23","@realDonaldTrump",37024
"462","2020",4,"23","@alfredodelmazo",20621
"463","2020",4,"23","@ADBoyntonII",17506
"464","2020",4,"23","@ConflitsFR",15663
"465","2020",4,"23","@narendramodi",12426
"466","2020",4,"24","@realDonaldTrump",65242
"467","2020",4,"24","@DanielLewis3",25060
"468","2020",4,"24","@CNN",17732
"469","2020",4,"24","@narendramodi",17391
"470","2020",4,"24","@ConflitsFR",16628
"471","2020",4,"25","@realDonaldTrump",84660
"472","2020",4,"25","@SethAbramson",24528
"473","2020",4,"25","@lincnotfound",24463
"474","2020",4,"25","@CNN",22462
"475","2020",4,"25","@WHO",20684
"476","2020",4,"26","@realDonaldTrump",79120
"477","2020",4,"26","@JustSumGuy176",27137
"478","2020",4,"26","@lincnotfound",26285
"479","2020",4,"26","@Heavenlyxoxo",19145
"480","2020",4,"26","@marklevinshow",18320
"481","2020",4,"27","@realDonaldTrump",55980
"482","2020",4,"27","@Heavenlyxoxo",32911
"483","2020",4,"27","@RealJamesWoods",26659
"484","2020",4,"27","@igbuducj",20563
"485","2020",4,"27","@RealCandaceO",15773
"486","2020",4,"28","@realDonaldTrump",33054
"487","2020",4,"28","@CapriCornyCait",31217
"488","2020",4,"28","@RealCandaceO",19117
"489","2020",4,"28","@CNN",11741
"490","2020",4,"28","@ABC",10652
"491","2020",4,"29","@realDonaldTrump",32039
"492","2020",4,"29","@charliekirk11",11379
"493","2020",4,"29","@betsyrodriguez",9397
"494","2020",4,"29","@TrumpWarRoom",7942
"495","2020",4,"29","@PrinceHAK33M",7676
"496","2020",4,"30","@realDonaldTrump",44242
"497","2020",4,"30","@CNN",12978
"498","2020",4,"30","@elonmusk",12323
"499","2020",4,"30","@narendramodi",10018
"500","2020",4,"30","@felipeneto",9795
"501","2020",5,"1","@realDonaldTrump",35325
"502","2020",5,"1","@RealCandaceO",17706
"503","2020",5,"1","@woonzen39",17117
"504","2020",5,"1","@CNN",11790
"505","2020",5,"1","@AfricaFactsZone",11555
"506","2020",5,"2","@realDonaldTrump",39492
"507","2020",5,"2","@RealCandaceO",16034
"508","2020",5,"2","@CNN",13430
"509","2020",5,"2","@narendramodi",12631
"510","2020",5,"2","@funder",11129
"511","2020",5,"3","@realDonaldTrump",58114
"512","2020",5,"3","@JeffKasanoff",33083
"513","2020",5,"3","@narendramodi",13591
"514","2020",5,"3","@CNN",12204
"515","2020",5,"3","@shawnsbreathin",10547
"516","2020",5,"4","@realDonaldTrump",72879
"517","2020",5,"4","@bessbell",38703
"518","2020",5,"4","@MrGee54",16252
"519","2020",5,"4","@funder",13114
"520","2020",5,"4","@JoeBiden",12661
"521","2020",5,"5","@realDonaldTrump",27078
"522","2020",5,"5","@alfredodelmazo",20271
"523","2020",5,"5","@Brado84",14412
"524","2020",5,"5","@ASlavitt",8747
"525","2020",5,"5","@RahulGandhi",5994
"526","2020",5,"6","@realDonaldTrump",53572
"527","2020",5,"6","@JoeBiden",15811
"528","2020",5,"6","@CNN",14475
"529","2020",5,"6","@PugMafia2",14010
"530","2020",5,"6","@WhiteHouse",11925
"531","2020",5,"7","@realDonaldTrump",39096
"532","2020",5,"7","@alfredodelmazo",21059
"533","2020",5,"7","@MGRADS",20603
"534","2020",5,"7","@CNN",17079
"535","2020",5,"7","@GregAbbottTX",15930
"536","2020",5,"8","@realDonaldTrump",37528
"537","2020",5,"8","@Kingfreespeech",31886
"538","2020",5,"8","@CNN",19729
"539","2020",5,"8","@nytimes",19283
"540","2020",5,"8","@benshapiro",14607
"541","2020",5,"9","@realDonaldTrump",42756
"542","2020",5,"9","@CNN",21619
"543","2020",5,"9","@funder",16974
"544","2020",5,"9","@nytimes",13743
"545","2020",5,"9","@JoshuaPotash",12348
"546","2020",5,"10","@realDonaldTrump",63581
"547","2020",5,"10","@CNN",23118
"548","2020",5,"10","@superm",21179
"549","2020",5,"10","@BorisJohnson",20365
"550","2020",5,"10","@NicolaSturgeon",15335
"551","2020",5,"11","@realDonaldTrump",101669
"552","2020",5,"11","@60Minutes",46811
"553","2020",5,"11","@MikelJollett",31522
"554","2020",5,"11","@AprilDRyan",26996
"555","2020",5,"11","@JackPosobiec",25604
"556","2020",5,"12","@realDonaldTrump",70760
"557","2020",5,"12","@MikelJollett",33620
"558","2020",5,"12","@narendramodi",25267
"559","2020",5,"12","@RexChapman",19657
"560","2020",5,"12","@CNN",16641
"561","2020",5,"13","@realDonaldTrump",50948
"562","2020",5,"13","@Muktab",40864
"563","2020",5,"13","@RexChapman",34510
"564","2020",5,"13","@IngrahamAngle",23191
"565","2020",5,"13","@LizCheney",21547
"566","2020",5,"14","@realDonaldTrump",52743
"567","2020",5,"14","@GutsGlamGlory",36964
"568","2020",5,"14","@BarackObama",30655
"569","2020",5,"14","@CheaTaylor",20617
"570","2020",5,"14","@CNN",19274
"571","2020",5,"15","@realDonaldTrump",55882
"572","2020",5,"15","@CNN",18857
"573","2020",5,"15","@realDonaldTrumps",18721
"574","2020",5,"15","@cutimakan",16531
"575","2020",5,"15","@MoSpruill",16013
"576","2020",5,"16","@realDonaldTrump",87449
"577","2020",5,"16","@CNN",15957
"578","2020",5,"16","@nytimes",15128
"579","2020",5,"16","@narendramodi",15076
"580","2020",5,"16","@CMOyeks",11948
"581","2020",5,"17","@realDonaldTrump",83717
"582","2020",5,"17","@MissGinaDarling",20972
"583","2020",5,"17","@JoeBiden",17204
"584","2020",5,"17","@CNN",16407
"585","2020",5,"17","@RealJamesWoods",15262
"586","2020",5,"18","@realDonaldTrump",85500
"587","2020",5,"18","@DilanTheVillain",28184
"588","2020",5,"18","@OHmes2",25384
"589","2020",5,"18","@RealJamesWoods",21144
"590","2020",5,"18","@ProjectLincoln",18963
"591","2020",5,"19","@realDonaldTrump",61242
"592","2020",5,"19","@JoeBiden",28464
"593","2020",5,"19","@CNN",16901
"594","2020",5,"19","@hshaban",16759
"595","2020",5,"19","@WHO",14174
"596","2020",5,"20","@realDonaldTrump",94387
"597","2020",5,"20","@Toniob38",28441
"598","2020",5,"20","@tribelaw",15076
"599","2020",5,"20","@RyanAFournier",14343
"600","2020",5,"20","@CNN",12282
"601","2020",5,"21","@realDonaldTrump",67597
"602","2020",5,"21","@RealJamesWoods",37687
"603","2020",5,"21","@Toniob38",31120
"604","2020",5,"21","@sayangbolekok",24341
"605","2020",5,"21","@CNN",16968
"606","2020",5,"22","@realDonaldTrump",63384
"607","2020",5,"22","@cigsaftercat",30554
"608","2020",5,"22","@CNN",17764
"609","2020",5,"22","@RealJamesWoods",15618
"610","2020",5,"22","@JoeBiden",12139
"611","2020",5,"23","@realDonaldTrump",37234
"612","2020",5,"23","@piersmorgan",20897
"613","2020",5,"23","@Ndrews1162011",17816
"614","2020",5,"23","@RealJamesWoods",17353
"615","2020",5,"23","@JoeBiden",17169
"616","2020",5,"24","@theprincedylan",73077
"617","2020",5,"24","@realDonaldTrump",72901
"618","2020",5,"24","@nytimes",25536
"619","2020",5,"24","@BorisJohnson",18083
"620","2020",5,"24","@ReicherStephen",17195
"621","2020",5,"25","@realDonaldTrump",88393
"622","2020",5,"25","@theprincedylan",16648
"623","2020",5,"25","@epikhigz",16620
"624","2020",5,"25","@piersmorgan",13309
"625","2020",5,"25","@SpeakerPelosi",13138
"626","2020",5,"26","@realDonaldTrump",74658
"627","2020",5,"26","@sahelhaque",42361
"628","2020",5,"26","@SherriSantosMSN",12361
"629","2020",5,"26","@NYGovCuomo",11881
"630","2020",5,"26","@RahulGandhi",9305
"631","2020",5,"27","@realDonaldTrump",71037
"632","2020",5,"27","@Goodable",24508
"633","2020",5,"27","@JoeBiden",21917
"634","2020",5,"27","@domdotty",21217
"635","2020",5,"27","@sultanoftired",20179
